Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20051003:0210,0.0,0.0,0.0,16.73,0.76,0.0
20051003:0310,0.0,0.0,0.0,16.64,0.9,0.0
20051003:0410,0.0,0.0,0.0,15.46,1.72,0.0
20051003:0510,0.0,0.0,0.0,15.37,1.38,0.0
20051003:0610,0.27,6.44,10.61,15.35,0.83,0.0
20051003:0710,8.27,21.15,21.05,16.22,0.62,0.0
20051003:0810,70.88,102.07,30.44,16.64,0.9,0.0
20051003:0910,261.7,327.11,38.06,16.56,2.0,0.0
20051003:1010,276.26,343.61,42.94,16.29,2.62,0.0
20051003:1110,35.29,57.93,44.15,16.03,2.0,0.0
20051003:1210,36.71,59.77,41.39,16.16,1.72,0.0
20051003:1310,28.84,49.66,35.29,15.86,1.17,0.0
20051003:1410,66.0,95.64,26.87,15.63,1.72,0.0
20051003:1510,394.86,486.21,16.99,15.42,2.28,0.0
20051003:1610,196.11,260.09,6.28,15.22,2.14,0.0
20051003:1710,0.0,0.0,0.0,14.31,2.28,0.0
20051003:1810,0.0,0.0,0.0,13.56,2.28,0.0
20051003:1910,0.0,0.0,0.0,14.54,1.93,0.0
20051003:2010,0.0,0.0,0.0,14.09,2.41,0.0
20051003:2110,0.0,0.0,0.0,14.01,2.83,0.0
20051003:2210,0.0,0.0,0.0,14.26,2.97,0.0
20051003:2310,0.0,0.0,0.0,14.38,2.97,0.0
20051004:0010,0.0,0.0,0.0,14.14,3.1,0.0
20051004:0110,0.0,0.0,0.0,14.16,3.45,0.0
20051004:0210,0.0,0.0,0.0,13.93,3.52,0.0
20051004:0310,0.0,0.0,0.0,13.83,3.45,0.0
20051004:0410,0.0,0.0,0.0,13.66,3.24,0.0
20051004:0510,0.0,0.0,0.0,13.7,3.1,0.0
20051004:0610,16.47,33.12,10.4,13.81,3.03,0.0
20051004:0710,199.02,255.65,20.81,14.62,2.9,0.0
20051004:0810,452.01,553.0,30.17,16.22,3.03,0.0
20051004:0910,92.49,127.82,37.74,17.26,3.31,0.0
20051004:1010,103.76,141.62,42.58,18.05,3.59,0.0
20051004:1110,763.58,966.63,43.76,18.7,3.79,0.0
20051004:1210,602.04,750.81,41.0,18.83,3.72,0.0
20051004:1310,499.15,618.28,34.92,19.12,3.72,0.0
20051004:1410,561.5,697.38,26.52,18.91,3.52,0.0
20051004:1510,390.39,486.67,16.66,18.53,2.69,0.0
20051004:1610,43.24,69.44,5.96,18.02,2.07,0.0
20051004:1710,0.0,0.0,0.0,16.97,2.21,0.0
20051004:1810,0.0,0.0,0.0,16.12,2.14,0.0
20051004:1910,0.0,0.0,0.0,15.72,1.79,0.0
20051004:2010,0.0,0.0,0.0,15.49,2.14,0.0
20051004:2110,0.0,0.0,0.0,15.17,2.34,0.0
20051004:2210,0.0,0.0,0.0,15.16,2.62,0.0
20051004:2310,0.0,0.0,0.0,15.21,2.62,0.0
20051005:0010,0.0,0.0,0.0,14.96,2.62,0.0
20051005:0110,0.0,0.0,0.0,14.1,2.55,0.0
20051005:0210,0.0,0.0,0.0,14.04,2.41,0.0
20051005:0310,0.0,0.0,0.0,13.79,2.34,0.0
20051005:0410,0.0,0.0,0.0,13.42,2.34,0.0
20051005:0510,0.0,0.0,0.0,13.56,2.48,0.0
20051005:0610,38.13,72.24,10.19,13.51,2.34,0.0
20051005:0710,232.71,298.31,20.58,14.97,2.69,0.0
20051005:0810,329.57,404.36,29.9,16.28,3.31,0.0
20051005:0910,495.05,607.07,37.43,17.06,3.38,0.0
20051005:1010,522.05,643.96,42.22,17.56,3.45,0.0
20051005:1110,742.65,938.17,43.37,17.69,3.31,0.0
20051005:1210,406.82,500.91,40.61,17.55,3.52,0.0
20051005:1310,630.09,787.76,34.55,17.67,2.97,0.0
20051005:1410,550.72,685.33,26.17,17.83,2.62,0.0
20051005:1510,452.75,566.48,16.32,17.67,2.07,0.0
20051005:1610,165.49,225.83,5.64,17.39,1.45,0.0
20051005:1710,0.0,0.0,0.0,16.63,0.34,0.0
20051005:1810,0.0,0.0,0.0,15.49,0.9,0.0
20051005:1910,0.0,0.0,0.0,14.94,1.24,0.0
20051005:2010,0.0,0.0,0.0,15.06,1.03,0.0
20051005:2110,0.0,0.0,0.0,14.61,1.17,0.0
20051005:2210,0.0,0.0,0.0,13.95,1.45,0.0
20051005:2310,0.0,0.0,0.0,13.86,1.31,0.0
20051006:0010,0.0,0.0,0.0,13.28,1.45,0.0
20051006:0110,0.0,0.0,0.0,12.87,1.45,0.0
20051006:0210,0.0,0.0,0.0,12.36,1.66,0.0
20051006:0310,0.0,0.0,0.0,11.95,1.72,0.0
20051006:0410,0.0,0.0,0.0,11.62,1.52,0.0
20051006:0510,0.0,0.0,0.0,11.38,1.38,0.0
20051006:0610,24.42,45.59,9.97,11.64,1.52,0.0
20051006:0710,56.18,83.12,20.34,13.67,1.72,0.0
20051006:0810,404.31,499.81,29.62,15.89,1.45,0.0
20051006:0910,524.29,662.62,37.11,17.34,0.9,0.0
20051006:1010,669.27,877.04,41.85,18.21,0.62,0.0
20051006:1110,338.44,427.65,42.98,17.93,0.62,0.0
20051006:1210,61.3,91.04,40.22,18.3,1.03,0.0
20051006:1310,32.01,54.26,34.18,18.24,1.24,0.0
20051006:1410,55.48,83.68,25.82,17.73,1.03,0.0
20051006:1510,85.79,120.23,16.0,17.7,1.72,0.0
20051006:1610,130.95,181.64,5.33,17.27,2.14,0.0
20051006:1710,0.0,0.0,0.0,16.67,2.21,0.0
20051006:1810,0.0,0.0,0.0,16.08,1.79,0.0
20051006:1910,0.0,0.0,0.0,15.34,2.21,0.0
20051006:2010,0.0,0.0,0.0,14.86,2.34,0.0
20051006:2110,0.0,0.0,0.0,14.73,2.41,0.0
20051006:2210,0.0,0.0,0.0,14.41,2.55,0.0
20051006:2310,0.0,0.0,0.0,14.18,2.48,0.0
20051007:0010,0.0,0.0,0.0,14.01,2.41,0.0
20051007:0110,0.0,0.0,0.0,14.09,2.14,0.0
20051007:0210,0.0,0.0,0.0,14.25,1.86,0.0
20051007:0310,0.0,0.0,0.0,14.42,1.72,0.0
20051007:0410,0.0,0.0,0.0,14.48,1.79,0.0
20051007:0510,0.0,0.0,0.0,14.32,1.72,0.0
20051007:0610,9.57,22.99,9.75,14.27,1.93,0.0
20051007:0710,7.74,20.23,20.1,14.95,2.21,0.0
20051007:0810,91.96,126.47,29.35,15.63,2.34,0.0
20051007:0910,25.95,45.98,36.79,16.57,2.41,0.0
20051007:1010,63.33,92.88,41.49,16.82,1.66,0.0
20051007:1110,33.62,56.09,42.59,17.12,0.97,0.0
20051007:1210,55.66,83.68,39.83,17.22,1.38,0.0
20051007:1310,45.24,70.81,33.81,17.56,2.62,0.0
20051007:1410,53.36,80.92,25.47,17.91,3.31,0.0
20051007:1510,18.27,35.86,15.67,18.08,2.76,0.0
20051007:1610,1.0,8.28,5.01,17.8,1.45,0.0
20051007:1710,0.0,0.0,0.0,16.89,1.1,0.0
20051007:1810,0.0,0.0,0.0,15.92,0.0,0.0
20051007:1910,0.0,0.0,0.0,15.46,0.0,0.0
20051007:2010,0.0,0.0,0.0,15.61,0.21,0.0
20051007:2110,0.0,0.0,0.0,15.26,0.9,0.0
20051007:2210,0.0,0.0,0.0,15.08,1.45,0.0
20051007:2310,0.0,0.0,0.0,14.97,1.31,0.0
20051008:0010,0.0,0.0,0.0,15.01,1.03,0.0
20051008:0110,0.0,0.0,0.0,14.97,0.9,0.0
20051008:0210,0.0,0.0,0.0,14.99,0.9,0.0
20051008:0310,0.0,0.0,0.0,14.77,0.69,0.0
20051008:0410,0.0,0.0,0.0,15.0,0.0,0.0
20051008:0510,0.0,0.0,0.0,14.91,0.21,0.0
20051008:0610,19.16,38.29,9.54,14.91,0.21,0.0
20051008:0710,53.35,80.39,19.86,15.58,0.97,0.0
20051008:0810,128.94,170.71,29.07,16.12,1.17,0.0
20051008:0910,91.55,126.9,36.47,17.04,1.72,0.0
20051008:1010,30.84,52.42,41.13,16.92,2.41,0.0
20051008:1110,77.29,109.43,42.2,16.6,2.97,0.0
20051008:1210,53.03,80.0,39.45,16.28,2.97,0.0
20051008:1310,66.66,96.56,33.44,16.02,1.93,0.0
20051008:1410,43.99,68.97,25.13,16.25,1.31,0.0
20051008:1510,16.46,33.11,15.34,15.99,1.31,0.0
20051008:1610,4.36,14.71,4.7,15.51,0.97,0.0
20051008:1710,0.0,0.0,0.0,15.22,0.9,0.0
20051008:1810,0.0,0.0,0.0,14.81,1.17,0.0
20051008:1910,0.0,0.0,0.0,14.65,2.07,0.0
20051008:2010,0.0,0.0,0.0,14.45,2.41,0.0
20051008:2110,0.0,0.0,0.0,14.21,2.48,0.0
20051008:2210,0.0,0.0,0.0,13.54,2.41,0.0
20051008:2310,0.0,0.0,0.0,13.06,2.62,0.0
20051009:0010,0.0,0.0,0.0,12.65,2.76,0.0
20051009:0110,0.0,0.0,0.0,12.36,2.97,0.0
20051009:0210,0.0,0.0,0.0,12.08,3.03,0.0
20051009:0310,0.0,0.0,0.0,11.78,2.9,0.0
20051009:0410,0.0,0.0,0.0,11.44,2.83,0.0
20051009:0510,0.0,0.0,0.0,11.08,2.62,0.0
20051009:0610,34.37,66.39,9.32,11.13,2.41,0.0
20051009:0710,223.71,285.9,19.61,13.34,1.93,0.0
20051009:0810,438.11,537.21,28.79,15.39,2.14,0.0
20051009:0910,574.01,714.13,36.15,17.25,2.34,0.0
20051009:1010,715.05,917.35,40.77,18.79,2.21,0.0
20051009:1110,757.91,985.25,41.82,19.97,2.34,0.0
20051009:1210,709.63,922.73,39.06,20.91,2.21,0.0
20051009:1310,676.07,878.0,33.07,21.52,2.07,0.0
20051009:1410,623.03,797.61,24.78,21.47,2.48,0.0
20051009:1510,396.95,500.89,15.02,21.1,2.9,0.0
20051009:1610,26.26,47.75,4.39,20.21,3.1,0.0
20051009:1710,0.0,0.0,0.0,18.94,2.97,0.0
20051009:1810,0.0,0.0,0.0,17.88,3.24,0.0
20051009:1910,0.0,0.0,0.0,17.34,3.38,0.0
20051009:2010,0.0,0.0,0.0,16.72,3.1,0.0
20051009:2110,0.0,0.0,0.0,15.97,2.97,0.0
20051009:2210,0.0,0.0,0.0,15.45,2.83,0.0
20051009:2310,0.0,0.0,0.0,14.86,2.69,0.0
20051010:0010,0.0,0.0,0.0,14.34,2.62,0.0
20051010:0110,0.0,0.0,0.0,13.98,2.55,0.0
20051010:0210,0.0,0.0,0.0,13.55,2.55,0.0
20051010:0310,0.0,0.0,0.0,13.14,2.48,0.0
20051010:0410,0.0,0.0,0.0,12.77,2.55,0.0
20051010:0510,0.0,0.0,0.0,12.48,2.55,0.0
20051010:0610,29.9,58.66,9.1,12.59,2.48,0.0
20051010:0710,221.93,284.87,19.37,14.36,2.07,0.0
20051010:0810,423.21,524.62,28.52,16.56,1.52,0.0
20051010:0910,580.76,742.91,35.83,18.62,0.97,0.0
20051010:1010,676.45,902.75,40.41,19.86,0.34,0.0
20051010:1110,740.08,995.56,41.44,20.67,0.83,0.0
20051010:1210,707.97,932.96,38.68,21.06,1.52,0.0
20051010:1310,674.36,872.38,32.71,21.04,2.14,0.0
20051010:1410,590.26,750.51,24.44,20.48,2.28,0.0
20051010:1510,433.67,548.7,14.7,19.82,2.0,0.0
20051010:1610,197.46,271.79,4.09,19.24,1.72,0.0
20051010:1710,0.0,0.0,0.0,18.46,1.17,0.0
20051010:1810,0.0,0.0,0.0,18.03,0.48,0.0
20051010:1910,0.0,0.0,0.0,16.92,0.97,0.0
20051010:2010,0.0,0.0,0.0,16.32,1.1,0.0
20051010:2110,0.0,0.0,0.0,15.65,1.24,0.0
20051010:2210,0.0,0.0,0.0,15.0,1.38,0.0
20051010:2310,0.0,0.0,0.0,14.15,1.59,0.0
20051011:0010,0.0,0.0,0.0,13.74,1.59,0.0
20051011:0110,0.0,0.0,0.0,13.19,1.72,0.0
20051011:0210,0.0,0.0,0.0,12.88,1.66,0.0
20051011:0310,0.0,0.0,0.0,12.69,1.52,0.0
20051011:0410,0.0,0.0,0.0,12.33,1.66,0.0
20051011:0510,0.0,0.0,0.0,12.13,1.52,0.0
20051011:0610,30.14,59.8,8.88,12.24,1.52,0.0
20051011:0710,166.18,217.22,19.13,15.1,1.52,0.0
20051011:0810,414.14,515.43,28.24,17.19,1.38,0.0
20051011:0910,576.21,732.2,35.51,18.4,1.24,0.0
20051011:1010,681.39,894.85,40.05,19.15,0.83,0.0
20051011:1110,563.12,736.51,41.05,19.71,0.28,0.0
20051011:1210,343.53,439.1,38.3,20.15,0.41,0.0
20051011:1310,183.29,239.59,32.35,20.21,0.83,0.0
20051011:1410,49.72,77.25,24.11,19.93,1.03,0.0
20051011:1510,54.83,83.54,14.38,19.69,0.9,0.0
20051011:1610,27.37,49.28,3.78,19.25,0.21,0.0
20051011:1710,0.0,0.0,0.0,17.67,0.9,0.0
20051011:1810,0.0,0.0,0.0,16.26,1.45,0.0
20051011:1910,0.0,0.0,0.0,15.51,1.59,0.0
20051011:2010,0.0,0.0,0.0,14.9,1.66,0.0
20051011:2110,0.0,0.0,0.0,14.31,1.72,0.0
20051011:2210,0.0,0.0,0.0,14.01,1.79,0.0
20051011:2310,0.0,0.0,0.0,13.7,1.79,0.0
20051012:0010,0.0,0.0,0.0,13.38,1.93,0.0
20051012:0110,0.0,0.0,0.0,12.97,2.07,0.0
20051012:0210,0.0,0.0,0.0,12.64,2.0,0.0
20051012:0310,0.0,0.0,0.0,12.25,1.93,0.0
20051012:0410,0.0,0.0,0.0,11.93,2.0,0.0
20051012:0510,0.0,0.0,0.0,11.63,2.0,0.0
20051012:0610,26.44,52.4,8.66,11.7,1.93,0.0
20051012:0710,84.04,117.18,18.88,14.51,1.66,0.0
20051012:0810,209.27,265.45,27.96,16.86,1.52,0.0
20051012:0910,524.6,661.65,35.19,18.43,1.38,0.0
20051012:1010,684.87,890.45,39.69,19.41,1.38,0.0
20051012:1110,178.44,233.08,40.67,20.01,1.72,0.0
20051012:1210,30.31,52.42,37.92,20.25,2.28,0.0
20051012:1310,25.47,45.98,31.99,20.12,2.55,0.0
20051012:1410,17.48,34.94,23.77,19.38,2.48,0.0
20051012:1510,350.73,442.03,14.07,18.18,1.17,0.0
20051012:1610,175.59,242.8,3.48,17.7,1.31,0.0
20051012:1710,0.0,0.0,0.0,16.78,1.66,0.0
20051012:1810,0.0,0.0,0.0,16.0,1.52,0.0
20051012:1910,0.0,0.0,0.0,15.5,2.07,0.0
20051012:2010,0.0,0.0,0.0,14.57,2.07,0.0
20051012:2110,0.0,0.0,0.0,13.9,2.14,0.0
20051012:2210,0.0,0.0,0.0,13.53,2.07,0.0
20051012:2310,0.0,0.0,0.0,13.19,2.28,0.0
20051013:0010,0.0,0.0,0.0,13.1,2.41,0.0
20051013:0110,0.0,0.0,0.0,12.94,2.28,0.0
20051013:0210,0.0,0.0,0.0,12.97,2.14,0.0
20051013:0310,0.0,0.0,0.0,12.9,2.21,0.0
20051013:0410,0.0,0.0,0.0,12.98,2.28,0.0
20051013:0510,0.0,0.0,0.0,12.89,2.41,0.0
20051013:0610,17.68,36.86,8.44,12.75,2.55,0.0
20051013:0710,166.96,217.4,18.63,14.6,2.14,0.0
20051013:0810,422.17,517.92,27.68,15.88,2.28,0.0
20051013:0910,346.51,427.91,34.87,17.35,2.62,0.0
20051013:1010,676.04,846.8,39.34,18.43,3.45,0.0
20051013:1110,579.52,719.38,40.3,18.82,3.93,0.0
20051013:1210,323.09,401.54,37.55,19.05,3.86,0.0
20051013:1310,651.63,817.0,31.64,18.96,3.45,0.0
20051013:1410,37.01,60.69,23.44,18.73,3.59,0.0
20051013:1510,148.18,193.93,13.76,18.39,3.03,0.0
20051013:1610,19.16,37.09,3.18,17.95,2.55,0.0
20051013:1710,0.0,0.0,0.0,17.27,2.21,0.0
20051013:1810,0.0,0.0,0.0,16.82,2.0,0.0
20051013:1910,0.0,0.0,0.0,17.43,2.21,0.0
20051013:2010,0.0,0.0,0.0,17.07,2.21,0.0
20051013:2110,0.0,0.0,0.0,16.76,2.34,0.0
20051013:2210,0.0,0.0,0.0,16.41,2.41,0.0
20051013:2310,0.0,0.0,0.0,16.09,2.34,0.0
20051014:0010,0.0,0.0,0.0,15.68,2.14,0.0
20051014:0110,0.0,0.0,0.0,15.25,2.0,0.0
20051014:0210,0.0,0.0,0.0,14.94,0.0,0.0
20051014:0310,0.0,0.0,0.0,14.71,0.0,0.0
20051014:0410,0.0,0.0,0.0,14.67,2.07,0.0
20051014:0510,0.0,0.0,0.0,14.59,2.14,0.0
20051014:0610,20.75,43.55,8.21,14.65,2.14,0.0
20051014:0710,203.63,265.14,18.39,16.15,1.66,0.0
20051014:0810,408.8,509.83,27.4,17.96,1.52,0.0
20051014:0910,548.65,694.66,34.55,19.03,1.45,0.0
20051014:1010,642.87,831.77,38.98,19.86,1.38,0.0
20051014:1110,725.51,963.0,39.92,20.58,1.17,0.0
20051014:1210,725.56,965.14,37.18,21.19,1.24,0.0
20051014:1310,685.71,899.82,31.28,21.4,1.52,0.0
20051014:1410,563.67,721.91,23.11,21.34,1.79,0.0
20051014:1510,410.38,521.52,13.45,20.71,1.93,0.0
20051014:1610,16.49,33.64,2.89,19.86,1.45,0.0
20051014:1710,0.0,0.0,0.0,18.68,0.9,0.0
20051014:1810,0.0,0.0,0.0,18.88,0.28,0.0
20051014:1910,0.0,0.0,0.0,19.07,0.55,0.0
20051014:2010,0.0,0.0,0.0,18.8,0.34,0.0
20051014:2110,0.0,0.0,0.0,18.48,0.55,0.0
20051014:2210,0.0,0.0,0.0,16.43,1.45,0.0
20051014:2310,0.0,0.0,0.0,15.19,1.93,0.0
20051015:0010,0.0,0.0,0.0,14.7,1.93,0.0
20051015:0110,0.0,0.0,0.0,14.27,1.86,0.0
20051015:0210,0.0,0.0,0.0,13.85,1.79,0.0
20051015:0310,0.0,0.0,0.0,13.58,1.86,0.0
20051015:0410,0.0,0.0,0.0,13.39,2.0,0.0
20051015:0510,0.0,0.0,0.0,13.26,2.07,0.0
20051015:0610,23.01,48.78,7.99,13.48,2.0,0.0
20051015:0710,208.03,269.7,18.14,15.35,1.59,0.0
20051015:0810,418.68,521.84,27.12,17.71,1.52,0.0
20051015:0910,579.57,742.21,34.23,19.33,1.1,0.0
20051015:1010,672.3,902.91,38.62,20.43,0.21,0.0
20051015:1110,726.59,976.85,39.54,21.13,0.83,0.0
20051015:1210,740.63,979.91,36.81,21.5,1.72,0.0
20051015:1310,707.94,920.73,30.93,21.47,2.28,0.0
20051015:1410,584.09,741.09,22.78,21.27,2.76,0.0
20051015:1510,424.4,535.93,13.14,20.67,2.83,0.0
20051015:1610,15.3,31.91,2.6,19.75,2.34,0.0
20051015:1710,0.0,0.0,0.0,18.68,2.0,0.0
20051015:1810,0.0,0.0,0.0,17.58,1.52,0.0
20051015:1910,0.0,0.0,0.0,18.34,0.9,0.0
20051015:2010,0.0,0.0,0.0,18.1,0.55,0.0
20051015:2110,0.0,0.0,0.0,17.7,0.41,0.0
20051015:2210,0.0,0.0,0.0,17.03,0.69,0.0
20051015:2310,0.0,0.0,0.0,16.38,0.76,0.0
20051016:0010,0.0,0.0,0.0,15.73,0.9,0.0
20051016:0110,0.0,0.0,0.0,13.87,1.24,0.0
20051016:0210,0.0,0.0,0.0,12.68,1.52,0.0
20051016:0310,0.0,0.0,0.0,11.95,1.59,0.0
20051016:0410,0.0,0.0,0.0,11.39,1.72,0.0
20051016:0510,0.0,0.0,0.0,11.29,1.93,0.0
20051016:0610,21.57,45.99,7.76,11.42,1.93,0.0
20051016:0710,207.16,266.48,17.89,13.53,1.52,0.0
20051016:0810,417.88,518.33,26.83,16.01,1.17,0.0
20051016:0910,570.57,722.61,33.91,17.9,1.24,0.0
20051016:1010,685.46,885.76,38.27,19.24,1.66,0.0
20051016:1110,746.33,970.65,39.17,20.2,2.28,0.0
20051016:1210,739.19,957.95,36.44,20.74,2.62,0.0
20051016:1310,697.38,894.53,30.58,20.95,2.9,0.0
20051016:1410,560.86,706.0,22.46,20.86,3.1,0.0
20051016:1510,418.21,525.92,12.84,20.32,3.17,0.0
20051016:1610,14.74,31.05,2.31,19.28,3.17,0.0
20051016:1710,0.0,0.0,0.0,18.18,2.9,0.0
20051016:1810,0.0,0.0,0.0,17.42,2.41,0.0
20051016:1910,0.0,0.0,0.0,16.73,2.0,0.0
20051016:2010,0.0,0.0,0.0,15.8,1.59,0.0
20051016:2110,0.0,0.0,0.0,15.36,1.45,0.0
20051016:2210,0.0,0.0,0.0,14.79,1.52,0.0
20051016:2310,0.0,0.0,0.0,14.29,1.66,0.0
20051017:0010,0.0,0.0,0.0,13.96,1.59,0.0
20051017:0110,0.0,0.0,0.0,13.67,1.52,0.0
20051017:0210,0.0,0.0,0.0,13.32,1.45,0.0
20051017:0310,0.0,0.0,0.0,13.25,1.45,0.0
20051017:0410,0.0,0.0,0.0,12.89,1.45,0.0
20051017:0510,0.0,0.0,0.0,13.11,1.24,0.0
20051017:0610,0.65,7.36,7.54,13.03,1.45,0.0
20051017:0710,131.15,174.91,17.64,14.99,1.31,0.0
20051017:0810,257.96,322.44,26.55,16.51,1.52,0.0
20051017:0910,310.24,385.71,33.59,17.47,2.0,0.0
20051017:1010,495.27,616.99,37.92,18.13,2.28,0.0
20051017:1110,66.63,97.48,38.8,18.48,2.21,0.0
20051017:1210,60.64,90.12,36.07,18.41,2.28,0.0
20051017:1310,81.14,114.95,30.24,18.18,2.0,0.0
20051017:1410,124.53,166.23,22.14,17.99,2.07,0.0
20051017:1510,52.03,79.31,12.54,17.78,1.93,0.0
20051017:1610,9.6,23.29,2.02,17.32,1.79,0.0
20051017:1710,0.0,0.0,0.0,16.95,1.79,0.0
20051017:1810,0.0,0.0,0.0,16.62,1.72,0.0
20051017:1910,0.0,0.0,0.0,16.74,1.72,0.0
20051017:2010,0.0,0.0,0.0,16.22,1.72,0.0
20051017:2110,0.0,0.0,0.0,15.24,1.79,0.0
20051017:2210,0.0,0.0,0.0,14.83,1.72,0.0
20051017:2310,0.0,0.0,0.0,14.5,1.66,0.0
20051018:0010,0.0,0.0,0.0,14.21,1.66,0.0
20051018:0110,0.0,0.0,0.0,13.97,1.72,0.0
20051018:0210,0.0,0.0,0.0,13.93,1.79,0.0
20051018:0310,0.0,0.0,0.0,14.11,1.93,0.0
20051018:0410,0.0,0.0,0.0,14.26,2.07,0.0
20051018:0510,0.0,0.0,0.0,14.02,2.0,0.0
20051018:0610,13.65,32.17,7.31,13.61,2.0,0.0
20051018:0710,197.37,255.53,17.39,14.63,1.79,0.0
20051018:0810,402.47,494.94,26.27,15.71,1.86,0.0
20051018:0910,570.26,714.06,33.27,16.78,1.59,0.0
20051018:1010,661.4,848.97,37.56,17.58,1.31,0.0
20051018:1110,714.14,937.71,38.43,18.18,0.97,0.0
20051018:1210,589.35,761.43,35.71,18.63,0.76,0.0
20051018:1310,673.68,876.97,29.9,18.81,1.1,0.0
20051018:1410,558.64,709.76,21.82,18.73,1.38,0.0
20051018:1510,420.08,529.31,12.24,18.4,1.79,0.0
20051018:1610,11.31,25.88,1.74,17.6,1.86,0.0
20051018:1710,0.0,0.0,0.0,16.52,1.79,0.0
20051018:1810,0.0,0.0,0.0,15.27,1.66,0.0
20051018:1910,0.0,0.0,0.0,14.37,1.72,0.0
20051018:2010,0.0,0.0,0.0,13.77,1.86,0.0
20051018:2110,0.0,0.0,0.0,13.44,1.93,0.0
20051018:2210,0.0,0.0,0.0,13.17,2.14,0.0
20051018:2310,0.0,0.0,0.0,13.0,2.07,0.0
20051019:0010,0.0,0.0,0.0,12.98,2.14,0.0
20051019:0110,0.0,0.0,0.0,13.08,2.28,0.0
20051019:0210,0.0,0.0,0.0,13.16,2.0,0.0
20051019:0310,0.0,0.0,0.0,13.58,2.07,0.0
20051019:0410,0.0,0.0,0.0,13.71,2.28,0.0
20051019:0510,0.0,0.0,0.0,13.57,2.34,0.0
20051019:0610,7.9,21.22,7.08,13.57,2.34,0.0
20051019:0710,60.3,88.62,17.14,14.91,2.69,0.0
20051019:0810,133.2,174.45,25.99,15.56,2.62,0.0
20051019:0910,49.3,75.41,32.95,16.21,3.03,0.0
20051019:1010,278.97,344.5,37.21,16.02,3.31,0.0
20051019:1110,64.32,93.8,38.07,16.64,3.66,0.0
20051019:1210,175.62,224.9,35.35,16.86,3.79,0.0
20051019:1310,62.71,91.96,29.56,17.01,4.14,0.0
20051019:1410,19.09,36.78,21.5,16.61,3.86,0.0
20051019:1510,71.76,102.52,11.95,16.51,3.93,0.0
20051019:1610,7.45,19.84,1.46,15.91,4.14,0.0
20051019:1710,0.0,0.0,0.0,15.4,4.07,0.0
20051019:1810,0.0,0.0,0.0,14.83,4.0,0.0
20051019:1910,0.0,0.0,0.0,15.12,3.59,0.0
20051019:2010,0.0,0.0,0.0,15.46,3.72,0.0
20051019:2110,0.0,0.0,0.0,15.62,4.28,0.0
20051019:2210,0.0,0.0,0.0,15.5,4.48,0.0
20051019:2310,0.0,0.0,0.0,15.12,4.28,0.0
20051020:0010,0.0,0.0,0.0,15.11,4.48,0.0
20051020:0110,0.0,0.0,0.0,14.82,4.62,0.0
20051020:0210,0.0,0.0,0.0,14.94,4.69,0.0
20051020:0310,0.0,0.0,0.0,15.25,4.9,0.0
20051020:0410,0.0,0.0,0.0,15.62,5.17,0.0
20051020:0510,0.0,0.0,0.0,15.81,5.52,0.0
20051020:0610,0.27,6.44,6.86,15.93,5.79,0.0
20051020:0710,92.61,128.36,16.89,16.57,5.52,0.0
20051020:0810,53.01,80.0,25.7,16.75,5.38,0.0
20051020:0910,46.21,71.73,32.63,16.99,5.38,0.0
20051020:1010,49.91,76.33,36.87,17.15,5.59,0.0
20051020:1110,67.25,97.48,37.71,17.34,5.45,0.0
20051020:1210,27.3,47.82,35.0,17.24,4.9,0.0
20051020:1310,24.52,44.14,29.22,17.07,4.07,0.0
20051020:1410,15.73,32.19,21.19,17.08,3.31,0.0
20051020:1510,15.75,32.19,11.66,16.85,3.03,0.0
20051020:1610,6.87,18.98,1.19,16.79,3.31,0.0
20051020:1710,0.0,0.0,0.0,16.8,3.93,0.0
20051020:1810,0.0,0.0,0.0,16.85,4.34,0.0
20051020:1910,0.0,0.0,0.0,16.84,3.17,0.0
20051020:2010,0.0,0.0,0.0,16.91,3.59,0.0
20051020:2110,0.0,0.0,0.0,16.81,3.72,0.0
20051020:2210,0.0,0.0,0.0,16.86,3.86,0.0
20051020:2310,0.0,0.0,0.0,16.91,3.93,0.0
20051021:0010,0.0,0.0,0.0,16.99,3.72,0.0
20051021:0110,0.0,0.0,0.0,17.01,3.45,0.0
20051021:0210,0.0,0.0,0.0,16.87,3.1,0.0
20051021:0310,0.0,0.0,0.0,16.7,3.03,0.0
20051021:0410,0.0,0.0,0.0,16.56,3.03,0.0
20051021:0510,0.0,0.0,0.0,16.42,3.24,0.0
20051021:0610,1.02,8.28,6.63,16.31,3.59,0.0
20051021:0710,52.63,79.86,16.64,16.83,3.31,0.0
20051021:0810,79.9,112.88,25.42,17.44,3.24,0.0
20051021:0910,58.61,87.36,32.32,18.01,3.79,0.0
20051021:1010,85.73,120.47,36.52,18.86,4.14,0.0
20051021:1110,51.51,79.08,37.35,19.46,4.34,0.0
20051021:1210,124.0,166.44,34.64,19.79,5.31,0.0
20051021:1310,58.87,88.28,28.89,20.05,6.28,0.0
20051021:1410,113.44,153.51,20.89,20.18,6.97,0.0
20051021:1510,49.0,75.93,11.37,19.78,7.1,0.0
